"hero_id","hero_name","cb_id","cb_lang_id","cb_params","de_id","de_lang_id","de_params","fam_1_id","fam_1_lang_id","fam_1_params","fam_2_id","fam_2_lang_id","fam_2_params","passive_1_id","passive_1_params","passive_2_id","passive_2_params","passive_3_id","passive_3_params","prop_1_id","prop_1_lang_id","prop_1_nested_1_collection_name","prop_1_nested_1_id","prop_1_nested_1_lang_id","prop_1_nested_1_params","prop_1_nested_2_collection_name","prop_1_nested_2_id","prop_1_nested_2_lang_id","prop_1_nested_2_params","prop_1_params","prop_2_id","prop_2_lang_id","prop_2_nested_1_collection_name","prop_2_nested_1_id","prop_2_nested_1_lang_id","prop_2_nested_1_params","prop_2_nested_2_collection_name","prop_2_nested_2_id","prop_2_nested_2_lang_id","prop_2_nested_2_params","prop_2_params","prop_3_id","prop_3_lang_id","prop_3_nested_1_id","prop_3_nested_1_lang_id","prop_3_nested_1_params","prop_3_nested_2_id","prop_3_nested_2_lang_id","prop_3_nested_2_params","prop_3_params","se_1_id","se_1_lang_id","se_1_nested_1_id","se_1_nested_1_lang_id","se_1_nested_1_params","se_1_nested_2_id","se_1_nested_2_lang_id","se_1_nested_2_params","se_1_params","se_2_id","se_2_lang_id","se_2_nested_1_id","se_2_nested_1_lang_id","se_2_nested_1_params","se_2_nested_2_id","se_2_nested_2_lang_id","se_2_nested_2_params","se_2_params","se_3_id","se_3_lang_id","se_3_nested_1_id","se_3_nested_1_lang_id","se_3_nested_1_params","se_3_params","se_4_id","se_4_lang_id","se_4_nested_1_id","se_4_nested_1_lang_id","se_4_nested_1_params","se_4_nested_2_id","se_4_nested_2_lang_id","se_4_nested_2_params","se_4_params","se_5_id","se_5_lang_id","se_5_params"
"kalevala_vainamoinen_costume_vainamoinen_sage","Väinämöinen C","","","","","specials.v2.directeffect.damage.neartotarget.enemies","{""HEALTH"": 300}","","","","","","","heal_mana_on_low_health_once","{""MANA"": 8, ""HEALTH"": 15.0}","","","","","status_effect_amplifier_against_red","specials.v2.property.damageincreasedpertile.red","","","","","","","","","{""MAXDAMAGE"": -98.4, ""EXTRADAMAGEPERTILE"": -98.4}","","","","","","","","","","","","","","","","","","","","","blind_less_less","specials.v2.statuseffect.minor.accuracymodifier.all.enemies","","","","","","","{""TURNS"": 3, ""ACCURACY"": -125.0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"gargoyle_penolite_costume_sacred","N/A","","","","","specials.v2.directeffect.damage.neartotargetminor.enemies","{""HEALTH"": 200}","","","","","","","gargoyle_stone","{""DAMAGEREDUCTION"": 64, ""MAXACTIVATIONS"": 64}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"gargoyle_kemeny_costume_hardened","N/A","","","","","specials.v2.directeffect.damage.neartotargetminor.enemies","{""HEALTH"": 200}","","","","","","","gargoyle_stone","{""DAMAGEREDUCTION"": 64, ""MAXACTIVATIONS"": 64}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"tales1_gestalt_costume_pearls","Gestalt C","","","","direct_effect_no_type","N/A","{}","","","","","","","tales1_extra_special_damage_and_add_stacking_mana_generation","{""CHANCE"": 100.0}","","","","","evolving_special_sunken_magma_cube","specials.v2.property.evolving_special","","heading","","","","direct_effect_no_type","N/A","{}","{}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"tales1_galapago_costume_quarry","Galapago C","","","","direct_effect_no_type","N/A","{}","","","","","","","tales1_extra_special_damage_and_add_critical","{""CHANCE"": 100.0}","","","","","evolving_special_testudo_rock","specials.v2.property.evolving_special","","heading","","","","","specials.v2.directeffect.damage.all.enemies","{""HEALTH"": 270}","{}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"tales1_thalassa_costume_crystals","Thalassa C","","","","direct_effect_no_type","N/A","{}","","","","","","","tales1_extra_special_damage_and_add_critical","{""CHANCE"": 100.0}","","","","","evolving_special_crystal_embrace","specials.v2.property.evolving_special","","heading","","","","","specials.v2.directeffect.healthboost.all.allies.fixedpower","{""HEALTHBOOST"": 500}","{}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"tales1_lasalle_costume_jockey","Lasalle C","","","","direct_effect_no_type","N/A","{}","","","","","","","tales1_extra_special_damage_and_add_critical","{""CHANCE"": 100.0}","","","","","evolving_special_champion_maneuver","specials.v2.property.evolving_special","","heading","","","","","specials.v2.directeffect.damage.single.enemies","{""HEALTH"": 375}","{}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"kingdom_cao_cao_costume_ice","Cao Cao C","","","","","specials.v2.directeffect.damage.all.enemies","{""HEALTH"": 320}","wei_soldier_costume","specials.v2.minion.wei_soldier_costume.removestatuseffects.minorbuff.single.enemies","{""FAMILIARHEALTHPERCENT"": 42.0, ""FAMILIARATTACK"": 42.0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","defense_cao_cao_costume","specials.v2.statuseffect.major.defensemodifier.all.allies","","","","","","","{""TURNS"": 5, ""DEFENSE"": 40.0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"kingdom_guan_yu_costume_dragon","Guan Yu C","","","","","specials.v2.directeffect.damage.neartotarget.enemies","{""HEALTH"": 400}","","","","","","","","","","","","","bypass_familiars","specials.v2.property.bypassfamiliars","","","","","","","","","{}","","","","","","","","","","","","","","","","","","","","","defense_decrease_per_minion_guan_yu_costume","specials.v2.statuseffect.major.defensemodifierperfamiliar.allies.minion.neartotarget.enemies","","","","","","","{""TURNS"": 4, ""MAXDEFENSE"": -30.0, ""DEFENSE"": -30.0, ""INCREMENTPERMINION"": -105.0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"kingdom_liu_bei_costume_nature","Liu Bei C","","","","","specials.v2.directeffect.damage.neartotarget.enemies","{""HEALTH"": 350}","shu_soldier_minion_costume_zhuge","specials.v2.minion.shu_soldier_minion_costume_zhuge.all","{""FAMILIARHEALTHPERCENT"": 33.0, ""FAMILIARATTACK"": 26.0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"tales1_medea_costume_goddess","Medea C","","","","direct_effect_no_type","N/A","{}","","","","","","","tales1_extra_special_damage_and_add_stacking_mana_generation","{""CHANCE"": 100.0}","","","","","evolving_special_shatter_soul","specials.v2.property.evolving_special","","heading","","","","","specials.v2.directeffect.damage.neartotarget.enemies","{""HEALTH"": 355}","{}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"tales1_atlanteia_costume_siren","Atlanteia C","","","","direct_effect_no_type","N/A","{}","","","","","","","tales1_extra_special_damage_and_add_stacking_mana_generation","{""CHANCE"": 100.0}","","","","","evolving_special_aphotic_whisper","specials.v2.property.evolving_special","","heading","","","","direct_effect_no_type","N/A","{}","{}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"tales1_domiventus_costume_supreme","Domiventus C","","","","direct_effect_no_type","N/A","{}","","","","","","","tales1_extra_special_damage_and_add_stacking_mana_generation","{""CHANCE"": 100.0}","","","","","evolving_special_sunken_abyss","specials.v2.property.evolving_special","","heading","","","","","specials.v2.directeffect.damage.neartotarget.enemies","{""HEALTH"": 360}","{}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"tales1_spartoi_costume_guard","Spartoi C","","","","direct_effect_no_type","N/A","{}","","","","","","","tales1_extra_special_damage_and_add_stacking_mana_generation","{""CHANCE"": 100.0}","","","","","evolving_special_opposing_raid","specials.v2.property.evolving_special","","heading","","","","","specials.v2.directeffect.damage.all.enemies","{""HEALTH"": 230}","{}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"tales1_sharkhai_costume_butcher","Shar'Khai C","","","","direct_effect_no_type","N/A","{}","","","","","","","tales1_extra_special_damage_and_add_stacking_mana_generation","{""CHANCE"": 100.0}","","","","","evolving_special_critical_cookout","specials.v2.property.evolving_special","","heading","","","","direct_effect_no_type","N/A","{}","{}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"tales1_mulgog_costume_bard","Mulgog C","","","","direct_effect_no_type","N/A","{}","","","","","","","tales1_extra_special_damage_and_add_stacking_mana_generation","{""CHANCE"": 100.0}","","","","","evolving_special_noxious_chords","specials.v2.property.evolving_special","","heading","","","","","specials.v2.directeffect.damage.neartotarget.enemies","{""HEALTH"": 220}","{}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"tales1_jaco_costume_alchemist","Jaco C","","","","direct_effect_no_type","N/A","{}","","","","","","","tales1_extra_special_damage_and_add_critical","{""CHANCE"": 100.0}","","","","","evolving_special_dubious_mixture","specials.v2.property.evolving_special","","heading","","","","","specials.v2.directeffect.damage.neartotargetminor.enemies","{""HEALTH"": 225}","{}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"tales1_bagreg_costume_scout","Bagreg C","","","","direct_effect_no_type","N/A","{}","","","","","","","tales1_extra_special_damage_and_add_stacking_mana_generation","{""CHANCE"": 100.0}","","","","","evolving_special_scouts_spyglass","specials.v2.property.evolving_special","","heading","","","","","specials.v2.directeffect.damage.neartotarget.enemies","{""HEALTH"": 170}","{}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"halloween_alucard_costume_mafia","Alucard C","","","","","specials.v2.directeffect.damage.neartotarget.enemies","{""HEALTH"": 245}","","","","","","","halloween_steal_buff_or_deal_damage","{""HEALTH"": 50.0}","","","","","eat_minions_followers_neartotarget","specials.v2.property.pre.eatfamiliars.neartotarget.enemies.minion.follower.bigminion","","","","","","","","","{}","eat_minions_and_heal_alucard_costume","specials.v2.property.effectpereatenfamiliar.heal.all.allies.fixed.minion.follower","","","","","","","","","{""HEALTHPERFAMILIAR"": 12.0}","eat_minions_and_add_mana_alucard","specials.v2.property.effectpereatenfamiliar.addmana.all.allies.permil.parasite","","","","","","","{""MANAPERFAMILIAR"": 3.0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"castle_wolf_quenell_costume_wood","Quenell C","","","","","specials.v2.directeffect.damage.neartotarget.enemies","{""HEALTH"": 360}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","increasing_special_damage_until_special_cast_quenell_costume","specials.v2.statuseffect.major.reallocateeffectsonhit.single.allies.effects.minorbuff.random","","","","","","","{""REALLOCATIONCOUNT"": -70.0, ""TURNS"": -70.0}","hp_recovery_quenell","specials.v2.statuseffect.minor.fixedhealthrecovery.single.allies","","","","","","","{""TURNS"": 3, ""TOTAL"": 1040}","","","","","","","","","","","","","","","","","",""
"castle_raven_rayne_costume_energy","N/A","","","","","specials.v2.directeffect.damage.single.enemies","{""HEALTH"": 350}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","poison_contagious_rayne_costume","specials.v2.statuseffect.minor.poison.single.enemies","","","","","","","{""TURNS"": 5, ""DAMAGE"": 0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"castle_wolf_wolfgang_costume_treasure","Wolfgang C","","","","","specials.v2.directeffect.damage.all.enemies","{""HEALTH"": 300}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","received_damage_reduction_wolfgang_costume","specials.v2.statuseffect.minor.receiveddamagemodifier.single.allies.decrease","","","","","","","{""TURNS"": 4, ""DAMAGEREDUCTION"": -102.0}","health_boost_recovery_wolfgang_costume","specials.v2.statuseffect.minor.fixedhealthrecovery.all.allies","","","","","","","{""TURNS"": 4, ""TOTAL"": 880}","","","","","","","","","","","","","","","","","",""
"castle_raven_quintin_costume_ice","N/A","","","","","specials.v2.directeffect.damage.single.enemies","{""HEALTH"": 400}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","pain_empathy_quintin_costume","specials.v2.statuseffect.minor.painempathy.single.enemies","","","","","","","{""TURNS"": 4, ""DAMAGEMULTIPLIER"": 150.0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"castle_wolf_ferant_costume_fire","Ferant C","","","","direct_effect_no_type","N/A","{}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","counter_attack_ferant_costume","specials.v2.statuseffect.major.counterattack.neartotarget.allies","","","","","","","{""TURNS"": 5, ""DEFLECTION"": 120.0}","counterattack_proportional_mana_reduction_ferant_costume","specials.v2.statuseffect.minor.proportionalmanatoattackeroncounterattack.decrement.neartotarget.allies","","","","","","","{""TURNS"": 5, ""PROPORTIONALMANA"": 15.0}","","","","","","","","","","","","","","","","","",""
"circus_emilio_costume_frog","Emilio C","","","","direct_effect_no_type","N/A","{}","","","","","","","","","","","","","branching_special_emilio_costume","specials.v2.property.wither.none.all.enemies.attack","","","","","","","","","{""ATTACKINCREASE"": 64}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"circus_director_zuri_costume_clown","Director Zuri C","clear_buffs_effect","specials.v2.clearbuffs.minordebuff.all.allies","{}","direct_effect_no_type","N/A","{}","clown_costume","specials.v2.minion.clown_costume.all","{""FAMILIARHEALTHPERCENT"": 20.0, ""FAMILIARATTACK"": 30.0}","","","","","","","","","","heal_lowest_hp_ally_most_zuri_costume","specials.v2.property.conditionaleffect.heal.all.allies.lowest.currenthp","","","","","","","","","{""POWERFORTARGETSTHATMEETCONDITION"": 58.0, ""POWERFOROTHERTARGETS"": 38.0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"circus_eiora_and_fluffy_costume_dark","Eiora & Fluffy C","","","","","specials.v2.directeffect.damage.single.enemies","{""HEALTH"": 640}","","","","","","","","","","","","","eat_familiars","specials.v2.property.pre.eatfamiliars.single.enemies.minion.follower.bigminion","","","","","","","","","{}","reduce_max_health_eiora_costume","specials.v2.property.reducemaxhealth.reducemaxhealth.all.enemies","","","","","","","","","{""REDUCTION"": 4000}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"villain_toxicandra_costume_rose","Toxicandra C","clear_buffs_effect","specials.v2.clearbuffs.minordebuff.all.allies","{}","","specials.v2.directeffect.healthboost.all.allies.fixedpower","{""HEALTHBOOST"": 750}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mana_recovery","specials.v2.statuseffect.minor.manaovertime.small.all.allies","","","","","","","{""TURNS"": 3}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"villain_karnov_costume_jammies","Karnov C","","","","","specials.v2.directeffect.damage.all.enemies","{""HEALTH"": 340}","","","","","","","","","","","","","purple_tile_attack_modifier_karnov_costume","specials.v2.property.tileenhancement.manamultiplier.both.purple","","","","","","","","","{""MODIFIERATTACKER"": 64, ""MODIFIERDEFENDER"": 64}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"villain_dark_lord_costume_astronomer","Dark Lord C","","","","","specials.v2.directeffect.damage.single.enemies","{""HEALTH"": 560}","","","","","","","","","","","","","reduce_buffs_turns_neartotarget_darklord_costume","specials.v2.property.wither.none.neartotarget.enemies","","","","","","","","","{""DEFENSEINCREASE"": 0, ""ATTACKINCREASE"": 0}","","","","","","","","","","","","","","","","","","","","","corrosive_poison_darklord_costume","specials.v2.statuseffect.minor.corrosivepoison.neartotarget.enemies.managenerationmodifier","","","","","","","{""TURNS"": 4, ""DAMAGEPERTURN"": 0.0, ""CHANGE"": -65.0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"slayer_senan_costume_tentacles","Senan C","","","","","specials.v2.directeffect.damage.all.enemies","{""HEALTH"": 265}","spectre_parasite_senan_costume","specials.v2.parasite.spectre_parasite_senan_costume.all","{""FAMILIARHEALTHPERCENT"": 35.0, ""FAMILIARATTACK"": 55.0}","","","","resist_status_effect_damage","{}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","stacking_mana_generation_double_slayers_more","specials.v2.statuseffect.minor.stackingmanagenerationmodifier.single.allies","","","","","","","{""MANAREGEN"": 6.0, ""MAXSTACK"": -99.2}","stacking_health_generation_triple_slayers_more","specials.v2.statuseffect.minor.stackinghealthgeneration.single.allies","","","","","","","{""HEAL"": 120, ""MAXSTACK"": 16}","","","","","","","","","","","","","","","","","",""
"slayer_saoirse_costume_knight","Saoirse C","","","","","specials.v2.directeffect.damage.neartotarget.enemies","{""HEALTH"": 335}","","","","","","","resist_status_effect_damage","{}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","brittle_saoirse_costume","specials.v2.statuseffect.minor.defensemodifier.neartotarget.enemies","","","","","","","{""TURNS"": 3, ""DEFENSE"": -44.0}","stacking_mana_generation_triple_slayers_more","specials.v2.statuseffect.minor.stackingmanagenerationmodifier.single.allies","","","","","","","{""MANAREGEN"": 6.0, ""MAXSTACK"": -98.4}","stacking_health_generation_double_slayers_more","specials.v2.statuseffect.minor.stackinghealthgeneration.single.allies","","","","{""HEAL"": 120, ""MAXSTACK"": 8}","","","","","","","","","","","",""
"slayer_caitlin_costume_crusader","Caitlín C","clear_buffs_effect","specials.v2.clearbuffs.minorbuff.all.enemies","{}","direct_effect_no_type","N/A","{}","","","","","","","resist_status_effect_damage","{}","","","","","damage_per_removed_status_effect_caitlin_costume","specials.v2.property.effectperremovedstatuseffect.damage.all.enemies","","","","","","","","","{""POWERPEREFFECT"": 25.0, ""BASEPOWER"": 25.0, ""MAXPOWER"": 25.0}","","","","","","","","","","","","","","","","","","","","","stacking_mana_generation_double_slayers_more","specials.v2.statuseffect.minor.stackingmanagenerationmodifier.single.allies","","","","","","","{""MANAREGEN"": 6.0, ""MAXSTACK"": -99.2}","stacking_health_generation_triple_slayers_more","specials.v2.statuseffect.minor.stackinghealthgeneration.single.allies","","","","","","","{""HEAL"": 120, ""MAXSTACK"": 16}","","","","","","","","","","","","","","","","","",""
"christmas_mr_pengi_costume_snowboarder","Mr. Pengi C","","","","direct_effect_no_type","N/A","{}","christmas_elf","specials.v2.minion.christmas_elf.neartotarget","{""FAMILIARHEALTHPERCENT"": 10.0, ""FAMILIARATTACK"": 10.0}","","","","","","","","","","chain_strike_with_hit_per_ally_minion_mrpengi_costume","specials.v2.property.secondarydirecteffect.damage.all.allies","","frost_mr_pengi_costume","specials.v2.statuseffect.minor.frost.all.enemies","{""TURNS"": 3, ""DAMAGE"": 225}","","","","","{""SECONDARYPOWER"": 5.0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"lionman_barbarian_costume_glass","Azlar C4","","","","","specials.v2.directeffect.damage.all.enemies","{""HEALTH"": 365}","","","","","","","glass_reflect_debuffs","","","","","","bypass_defensive_buffs_always","specials.v2.property.bypassdefensivebuffs","","","","","","","","","{""BYPASSCHANCE"": 100.0}","","","","","","","","","","","","","","","","","","","","","burn_azlar_glass","specials.v2.statuseffect.major.burn.all.enemies","","","","","","","{""TURNS"": 3, ""DAMAGE"": 639}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"nordic_male_lord_costume_glass","Richard C4","","","","","specials.v2.directeffect.damage.neartotargetminor.enemies","{""HEALTH"": 575}","","","","","","","glass_reflect_debuffs","","","","","","bypass_defensive_buffs_always","specials.v2.property.bypassdefensivebuffs","","","","","","","","","{""BYPASSCHANCE"": 100.0}","","","","","","","","","","","","","","","","","","","","","stun_richard_glass","specials.v2.statuseffect.minor.attackmodifier.neartotarget.enemies","","","","","","","{""TURNS"": 6, ""ATTACK"": -30.0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"oriental_female_mystic_costume_glass","Vivica C4","clear_buffs_effect","specials.v2.clearbuffs.minordebuff.all.allies","{}","","specials.v2.directeffect.heal.all.allies","{""HEALTH"": 55}","","","","","","","glass_reflect_debuffs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","basic_defense_vivica_glass","specials.v2.statuseffect.major.defensemodifier.all.allies","","","","","","","{""TURNS"": 4, ""DEFENSE"": 60.0}","reflect_debuffs_minor","specials.v2.statuseffect.minor.reflectdebuffs.yellow.allies","","","","","","","{""TURNS"": 2}","","","","","","","","","","","","","","","","","",""
"cultist_sorceress_costume_glass","Sartana C4","","","","","specials.v2.directeffect.damage.single.enemies","{""HEALTH"": 540}","","","","","","","glass_reflect_debuffs","","","","","","bypass_defensive_buffs_always","specials.v2.property.bypassdefensivebuffs","","","","","","","","","{""BYPASSCHANCE"": 100.0}","","","","","","","","","","","","","","","","","","","","","poison_sartana_glass","specials.v2.statuseffect.minor.poison.single.enemies","","","","","","","{""TURNS"": 3, ""DAMAGE"": 633}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"nordic_ancestral_warrior_costume_glass","Grimm C4","","","","","specials.v2.directeffect.damage.neartotargetminor.enemies","{""HEALTH"": 335}","","","","","","","glass_reflect_debuffs","","","","","","bypass_defensive_buffs_always","specials.v2.property.bypassdefensivebuffs","","","","","","","","","{""BYPASSCHANCE"": 100.0}","","","","","","","","","","","","","","","","","","","","","brittle_glass","specials.v2.statuseffect.minor.defensemodifier.neartotarget.enemies","","","","","","","{""TURNS"": 6, ""DEFENSE"": -30.0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"orc_gladiator_costume_glass","Boldtusk C4","","","","","specials.v2.directeffect.heal.all.allies","{""HEALTH"": 34}","","","","","","","glass_reflect_debuffs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","attack_buff_boldtusk_glass","specials.v2.statuseffect.minor.attackmodifier.all.allies","","","","","","","{""TURNS"": 4, ""ATTACK"": 45.0}","reflect_debuffs_minor","specials.v2.statuseffect.minor.reflectdebuffs.red.allies","","","","","","","{""TURNS"": 2}","","","","","","","","","","","","","","","","","",""
"oriental_panda_berserker_costume_glass","Gan Ju C3","","","","","specials.v2.directeffect.damage.single.enemies","{""HEALTH"": 310}","","","","","","","glass_reflect_debuffs","","","","","","bypass_defensive_buffs_always","specials.v2.property.bypassdefensivebuffs","","","","","","","","","{""BYPASSCHANCE"": 100.0}","mana_reduction_secondary_effect_single_enemy_glass","specials.v2.property.secondarydirecteffect.addmana.single.enemies.decrement","","","","","","","","","{""SECONDARYABSPOWER"": -23.0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"nomad_mage_costume_glass","Jahangir C3","","","","","specials.v2.directeffect.damage.all.enemies","{""HEALTH"": 185}","","","","","","","glass_reflect_debuffs","","","","","","bypass_defensive_buffs_always","specials.v2.property.bypassdefensivebuffs","","","","","","","","","{""BYPASSCHANCE"": 100.0}","","","","","","","","","","","","","","","","","","","","","burn_glass","specials.v2.statuseffect.major.burn.all.enemies","","","","","","","{""TURNS"": 3, ""DAMAGE"": 135}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"forest_male_elf_costume_glass","Elkanen C4","","","","","specials.v2.directeffect.damage.neartotargetminor.enemies","{""HEALTH"": 420}","","","","","","","glass_reflect_debuffs","","","","","","bypass_defensive_buffs_always","specials.v2.property.bypassdefensivebuffs","","","","","","","","","{""BYPASSCHANCE"": 100.0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"underworld_champion_costume_glass","Obakan C4","","","","","specials.v2.directeffect.damage.neartotargetminor.enemies","{""HEALTH"": 400}","","","","","","","glass_reflect_debuffs","","","","","","bypass_defensive_buffs_always","specials.v2.property.bypassdefensivebuffs","","","","","","","","","{""BYPASSCHANCE"": 100.0}","","","","","","","","","","","","","","","","","","","","","counterattack_obakan_glass","specials.v2.statuseffect.minor.counterattack.single.allies","","","","","","","{""TURNS"": 4, ""DEFLECTION"": 120.0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"oriental_warrior_king_costume_glass","Leonidas C4","","","","","specials.v2.directeffect.damage.single.enemies","{""HEALTH"": 575}","","","","","","","glass_reflect_debuffs","","","","","","bypass_defensive_buffs_always","specials.v2.property.bypassdefensivebuffs","","","","","","","","","{""BYPASSCHANCE"": 100.0}","mana_reduction_leonidas_glass","specials.v2.property.secondarydirecteffect.addmana.single.enemies.decrement","","","","","","","","","{""SECONDARYABSPOWER"": -38.0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"nomad_female_captain_costume_glass","Marjana C4","","","","","specials.v2.directeffect.damage.single.enemies","{""HEALTH"": 548}","","","","","","","glass_reflect_debuffs","","","","","","bypass_defensive_buffs_always","specials.v2.property.bypassdefensivebuffs","","","","","","","","","{""BYPASSCHANCE"": 100.0}","","","","","","","","","","","","","","","","","","","","","burn_marjana_glass","specials.v2.statuseffect.minor.burn.single.enemies","","","","","","","{""TURNS"": 3, ""DAMAGE"": 666}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"exalted_warrior_costume_glass","Magni C4","","","","","specials.v2.directeffect.damage.single.enemies","{""HEALTH"": 510}","","","","","","","glass_reflect_debuffs","","","","","","bypass_defensive_buffs_always","specials.v2.property.bypassdefensivebuffs","","","","","","","","","{""BYPASSCHANCE"": 100.0}","","","","","","","","","","","","","","","","","","","","","defensive_tactics_magni_glass","specials.v2.statuseffect.major.defensemodifier.neartotarget.allies","","","","","","","{""TURNS"": 4, ""DEFENSE"": 60.0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"oriental_enchanted_monk_costume_glass","Joon C4","","","","","specials.v2.directeffect.damage.single.enemies","{""HEALTH"": 558}","","","","","","","glass_reflect_debuffs","","","","","","bypass_defensive_buffs_always","specials.v2.property.bypassdefensivebuffs","","","","","","","","","{""BYPASSCHANCE"": 100.0}","","","","","","","","","","","","","","","","","","","","","blind_glass","specials.v2.statuseffect.minor.accuracymodifier.single.enemies","","","","","","","{""TURNS"": 6, ""ACCURACY"": -138.0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"elven_archer_costume_glass","Lianna C4","","","","","specials.v2.directeffect.damage.single.enemies","{""HEALTH"": 602}","","","","","","","glass_reflect_debuffs","","","","","","bypass_defensive_buffs_always","specials.v2.property.bypassdefensivebuffs","","","","","","","","","{""BYPASSCHANCE"": 100.0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"magitech_sniper_costume_glass","Domitia C4","clear_buffs_effect","specials.v2.clearbuffs.minorbuff.neartotarget.enemies","{}","","specials.v2.directeffect.damage.single.enemies","{""HEALTH"": 600}","","","","","","","glass_reflect_debuffs","","","","","","bypass_defensive_buffs_always","specials.v2.property.bypassdefensivebuffs","","","","","","","","","{""BYPASSCHANCE"": 100.0}","","","","","","","","","","","","","","","","","","","","","barrier_holy_glass","specials.v2.statuseffect.minor.yellowdefensemodifier.neartotarget.allies","","","","","","","{""TURNS"": 4, ""DEFENSE"": 74.0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
